,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
1616,8.4,420,36.0,156.0,0.55,9.4,8,13.8,0,1
1617,1.3,390,21.0,123.0,0.64,9.5,7,19.0,0,1
1618,7.8,380,26.0,89.0,0.34,12.5,8,13.6,0,1
1620,5.0,1570,17.0,129.0,0.36,9.3,7,12.0,0,1
1621,1.8,1320,17.0,44.0,0.77,11.5,6,21.8,1,0
1622,1.0,230,6.0,80.0,0.54,12.9,8,13.0,0,1
1623,5.9,480,14.0,125.0,0.49,9.8,7,14.4,0,1
1624,1.7,420,48.0,189.0,0.42,11.4,8,14.0,0,1
1625,1.8,500,17.0,128.0,0.58,10.6,6,14.2,0,1
1626,2.1,780,1.0,28.0,0.87,10.3,6,18.2,1,0
1628,4.1,510,34.0,149.0,0.52,11.0,7,12.4,0,1
1629,7.0,380,27.0,107.0,0.82,11.5,8,13.6,0,1
1630,5.0,280,34.0,120.0,0.47,11.2,7,17.6,0,1
1631,2.6,440,29.0,110.0,0.51,12.7,8,15.2,0,1
1632,8.1,480,45.0,176.0,0.52,10.1,8,13.4,0,1
1633,12.1,400,61.0,248.0,0.58,9.7,7,13.4,0,1
1634,7.1,270,37.0,122.0,0.6,12.6,9,14.0,0,1
1635,2.0,830,8.0,29.0,0.73,9.6,5,14.2,1,0
1636,11.45,410,29.0,109.0,0.3,10.9,8,13.0,0,1
1637,10.7,420,26.0,81.0,0.36,9.7,8,14.8,0,1
1638,1.7,460,22.0,113.0,0.48,10.0,7,11.0,0,1
1639,14.6,440,45.0,163.0,0.69,8.6,9,16.0,0,1
1640,2.9,380,19.0,102.0,0.35,11.0,9,12.8,0,1
1641,1.6,320,35.0,110.0,0.6,12.9,9,16.6,0,1
1642,2.8,360,35.0,167.0,0.39,9.2,7,19.6,0,1
1643,6.3,540,34.0,231.0,0.54,10.0,8,14.6,0,1
1644,1.8,770,29.0,60.0,0.53,9.4,6,17.8,1,0
1645,1.5,1520,9.0,55.0,0.46,9.8,8,12.0,0,1
1646,2.0,750,32.0,44.0,0.71,10.2,5,11.8,1,0
1647,5.4,470,29.0,140.0,0.46,9.7,8,13.4,0,1
1648,12.9,540,6.0,113.0,0.56,11.5,4,12.0,1,0
1649,5.0,280,32.0,107.0,0.54,10.8,8,14.6,0,1
1650,6.2,280,37.0,104.0,0.51,11.8,9,12.0,0,1
1651,4.6,290,27.0,155.0,0.26,10.6,8,14.6,0,1
1652,1.6,400,39.0,173.0,0.51,11.4,8,14.6,0,1
1653,1.7,500,10.0,112.0,0.43,9.9,7,14.6,0,1
1654,14.95,670,47.0,178.0,0.49,9.2,6,15.0,0,1
1655,7.1,420,22.0,124.0,0.41,10.8,8,16.2,0,1
1656,1.7,370,35.0,113.0,0.66,10.6,8,12.8,0,1
1657,3.2,350,14.0,101.0,0.36,11.5,7,16.6,0,1
1659,4.2,310,20.0,80.0,0.39,11.5,8,13.8,0,1
1660,2.1,740,8.0,25.0,0.55,9.7,5,14.0,1,0
1663,2.3,870,6.0,20.0,0.72,11.1,7,21.2,1,0
1664,12.4,480,33.0,201.0,0.56,9.9,8,12.4,0,1
1665,11.6,410,48.0,195.0,0.52,9.5,7,12.6,0,1
1666,4.9,340,26.0,127.0,0.44,10.8,8,14.0,0,1
1667,3.2,370,31.0,95.0,0.66,12.6,9,12.8,0,1
1668,2.6,1190,34.0,68.0,0.72,10.9,6,21.2,1,0
1669,9.3,300,26.0,132.0,0.32,11.0,9,14.8,0,1
1671,7.3,450,61.0,206.0,0.4,9.0,8,13.8,0,1
1672,2.2,890,13.0,26.0,0.46,9.6,4,16.4,1,0
1673,2.1,750,12.0,56.0,0.67,9.2,5,13.2,1,0
1674,1.7,210,18.0,82.0,0.95,13.13333333,8,12.0,0,1
1675,1.2,550,18.0,150.0,0.47,11.2,8,14.8,0,1
1676,3.5,290,5.0,109.0,0.43,11.7,5,11.6,0,1
1677,16.05,580,16.0,165.0,0.6,9.2,7,13.2,0,1
1678,1.1,320,31.0,111.0,0.42,12.2,8,12.4,0,1
1679,5.0,240,52.0,99.0,0.49,11.4,7,17.6,0,1
1680,1.1,580,30.0,93.0,0.38,9.2,8,14.0,0,1
1681,8.6,370,63.0,206.0,0.5,9.6,7,13.4,0,1
1682,1.8,660,18.0,47.0,0.62,10.4,5,14.8,1,0
1683,2.0,300,38.0,142.0,0.41,12.9,9,11.8,0,1
1684,3.6,820,5.0,14.0,0.52,10.7,6,18.8,1,0
1685,1.8,620,7.0,20.0,0.7,11.1,5,15.8,1,0
1686,3.75,670,8.0,16.0,0.52,12.6,5,13.4,1,0
1687,2.2,480,16.0,89.0,0.88,13.6,7,10.6,1,0
1688,12.3,460,31.0,145.0,0.4,9.5,7,13.4,0,1
1689,2.4,590,19.0,112.0,0.4,9.2,8,12.8,0,1
1690,18.05,460,36.0,158.0,0.41,9.2,7,15.2,0,1
1691,2.4,640,13.0,29.0,0.62,11.7,7,13.2,1,0
1692,3.3,340,29.0,99.0,0.4,12.3,9,13.2,0,1
1693,1.5,390,18.0,98.0,0.56,11.0,8,16.6,0,1
1694,13.7,520,47.0,197.0,0.53,9.0,7,14.4,0,1
1695,2.5,410,29.0,82.0,0.61,11.8,9,12.4,0,1
1696,16.3,380,43.0,133.0,0.41,8.8,7,13.0,0,1
1697,4.5,500,23.0,86.0,0.35,9.0,7,14.0,0,1
1698,1.7,330,36.0,136.0,0.51,10.4,9,16.0,0,1
1699,2.0,410,14.0,73.0,0.45,11.6,9,11.2,0,1
1701,5.5,290,30.0,105.0,0.47,11.8,8,13.2,0,1
1702,11.4,440,45.0,131.0,0.51,9.7,8,13.2,0,1
1703,13.4,440,35.0,169.0,0.47,8.8,9,17.4,0,1
1704,6.5,560,31.0,161.0,0.44,9.5,7,13.6,0,1
1705,1.5,300,24.0,101.0,0.42,13.0,7,12.6,0,1
1706,12.1,560,68.0,210.0,0.5,9.5,7,14.0,0,1
1707,2.5,970,24.0,66.0,0.61,9.4,5,15.2,1,0
1709,2.3,780,16.0,86.0,0.57,9.7,5,14.4,1,0
1710,11.8,350,21.0,93.0,0.34,11.9,8,12.4,0,1
1712,3.4,1020,32.0,71.0,0.71,9.8,5,19.8,1,0
1713,12.5,490,52.5,120.0,0.45,9.4,8,11.4,0,1
1714,2.1,480,16.0,42.0,0.74,14.0,7,9.8,1,0
1715,4.9,280,27.0,95.0,0.4,11.3,8,18.0,0,1
1716,11.9,570,51.0,221.0,0.51,8.9,8,13.2,0,1
1717,7.8,500,43.0,116.0,0.6,11.5,10,13.8,0,1
1718,3.9,600,27.0,113.0,0.34,9.2,6,12.2,0,1
1719,4.7,460,57.0,161.0,0.66,10.5,8,13.4,0,1
1720,6.3,690,35.0,182.0,0.46,9.733333333,7,11.4,0,1
1721,1.8,780,21.0,56.0,0.6,9.5,6,12.4,1,0
1722,7.4,450,47.0,182.0,0.46,9.1,7,12.8,0,1
1723,1.8,730,13.0,38.0,0.52,9.3,5,13.0,1,0
1724,2.0,610,6.0,11.0,0.52,12.0,6,20.0,1,0
1725,7.8,310,54.0,216.0,0.42,13.1,8,13.0,0,1
1726,11.1,300,43.5,171.0,0.49,12.0,7,17.2,0,1
1727,2.5,480,16.0,125.0,0.49,10.0,8,11.2,0,1
1728,0.7,390,15.0,89.0,0.43,9.2,8,10.2,0,1
1729,3.2,270,28.0,87.0,0.32,11.3,9,15.6,0,1
1730,12.3,490,50.0,144.0,0.57,10.2,9,16.2,0,1
1731,13.9,570,45.0,155.0,0.41,8.8,10,14.6,0,1
1732,0.9,520,26.0,128.0,0.35,11.4,8,13.6,0,1
1733,1.4,590,11.0,25.0,0.76,10.1,6,17.4,1,0
1734,15.3,470,54.0,171.0,0.51,9.1,7,15.8,0,1
1736,1.6,470,9.0,101.0,0.65,11.1,6,16.8,0,1
1737,15.2,570,40.0,234.0,0.66,9.0,7,17.0,0,1
1738,15.6,440,44.0,176.0,0.67,9.0,8,14.2,0,1
1739,3.0,670,12.0,53.0,0.57,9.1,5,15.2,1,0
1741,11.1,520,52.5,158.0,0.49,10.2,9,16.2,0,1
1742,5.4,260,27.0,114.0,0.84,12.7,7,14.4,0,1
1743,1.45,330,11.0,63.0,0.56,12.0,7,16.2,0,1
1744,3.9,450,36.0,138.0,0.64,11.3,9,13.2,0,1
1745,3.0,610,25.0,178.0,0.51,10.0,8,15.8,0,1
1746,0.9,370,3.0,75.0,0.34,11.4,6,11.6,0,1
1747,7.7,490,47.0,184.0,0.48,9.5,7,12.6,0,1
1748,7.5,440,34.0,133.0,0.5,9.5,7,13.0,0,1
1749,9.6,270,20.0,104.0,0.73,13.1,8,12.8,0,1
1750,1.7,880,15.0,64.0,0.79,9.3,5,12.4,1,0
1751,1.4,560,9.0,24.0,0.82,10.3,7,19.2,1,0
1752,1.9,660,6.0,10.0,0.87,10.9,6,20.8,1,0
1753,2.2,740,21.0,66.0,0.56,9.2,5,15.6,1,0
1754,2.1,780,5.0,30.0,0.48,9.8,6,17.0,1,0
1755,15.8,520,25.0,94.0,0.45,9.2,8,12.2,0,1
1756,2.2,1190,14.0,56.0,0.6,10.9,6,17.6,1,0
1757,1.8,400,39.0,148.0,0.67,10.2,8,17.6,0,1
1758,1.8,1180,6.0,14.0,0.75,9.8,6,21.8,1,0
1759,1.3,410,12.0,188.0,0.49,9.5,7,17.8,0,1
1760,4.0,300,27.0,108.0,0.43,12.2,9,10.8,0,1
1761,1.35,520,6.0,48.0,0.28,11.4,7,15.6,0,1
1762,18.35,500,33.0,184.0,0.61,9.3,7,12.2,0,1
1763,0.9,570,15.0,73.0,0.38,10.4,8,16.4,0,1
1764,1.8,340,43.0,150.0,0.69,11.0,10,12.8,0,1
1765,2.1,260,29.0,130.0,0.77,13.4,10,10.8,0,1
1766,12.5,350,18.0,156.0,0.36,9.0,8,13.4,0,1
1767,4.6,500,23.0,98.0,0.47,9.5,8,15.2,0,1
1768,15.5,360,31.0,134.0,0.44,13.0,9,12.0,0,1
1769,1.4,330,30.0,114.0,0.43,13.2,8,12.0,0,1
1770,2.2,790,19.0,58.0,0.56,10.1,6,20.0,1,0
1771,2.4,740,15.0,55.0,0.59,10.2,5,14.6,1,0
1772,1.6,560,11.0,25.0,0.87,8.7,6,15.8,1,0
1773,4.0,870,27.0,61.0,0.67,10.7,6,15.8,1,0
1774,1.0,320,42.0,104.0,0.37,11.7,9,14.0,0,1
1775,1.4,560,13.0,137.0,0.42,9.5,7,13.6,0,1
1776,1.9,230,5.0,56.0,0.79,13.0,9,12.4,0,1
1777,2.2,420,41.0,142.0,0.44,12.7,9,12.2,0,1
1778,2.3,950,5.0,22.0,0.58,10.3,5,17.8,1,0
1779,5.6,470,45.0,147.0,0.54,10.0,7,12.6,0,1
1780,1.3,390,29.0,191.0,0.52,11.0,8,13.8,0,1
1782,2.2,280,36.0,92.0,0.59,11.9,9,13.0,0,1
1784,5.9,380,39.0,128.0,0.48,10.8,8,14.0,0,1
1785,1.4,710,27.0,63.0,0.61,9.2,5,14.0,1,0
1786,1.8,810,14.0,31.0,0.66,9.8,5,12.8,1,0
1787,1.0,300,47.0,123.0,0.44,10.15,8,10.4,0,1
1788,4.85,410,39.5,216.5,0.5,9.8,8,12.8,0,1
1789,11.0,430,41.0,211.0,0.49,10.0,8,16.2,0,1
1790,6.4,310,38.0,115.0,0.58,12.2,9,14.0,0,1
1791,10.8,300,28.0,95.0,0.41,13.6,8,15.4,0,1
1792,4.9,480,31.0,103.0,0.79,9.7,8,12.8,0,1
1793,1.7,380,41.0,150.0,0.71,10.5,9,12.4,0,1
1795,3.1,450,21.0,116.0,0.35,10.3,7,15.6,0,1
1796,10.8,420,47.0,130.0,0.4,10.1,8,13.0,0,1
1797,9.5,560,44.0,213.0,0.61,9.3,8,15.6,0,1
1798,16.05,470,26.0,166.0,0.46,8.9,7,11.6,0,1
1799,1.7,240,36.0,116.0,0.4,12.5,8,12.6,0,1
1800,5.25,530,33.0,180.0,0.45,11.6,8,14.8,0,1
1801,7.5,540,42.0,151.0,0.52,10.1,8,12.8,0,1
1802,2.3,880,6.0,16.0,0.8,9.3,5,22.6,1,0
1803,2.0,700,3.0,22.0,0.63,9.2,5,14.0,1,0
1804,12.6,330,64.0,230.0,0.38,8.9,7,12.8,0,1
1805,12.5,460,48.0,179.0,0.52,9.0,8,14.4,0,1
1806,2.1,640,31.0,43.0,0.57,11.8,6,15.4,1,0
1807,1.2,650,15.0,21.0,0.47,10.0,7,14.6,1,0
1808,4.6,800,6.0,20.0,0.57,12.5,6,18.2,1,0
1809,1.4,490,43.0,141.0,0.54,10.2,9,14.8,0,1
1810,3.1,440,39.0,122.0,0.6,11.3,8,14.4,0,1
1811,2.05,630,13.0,27.0,0.84,11.7,7,18.2,1,0
1812,0.8,340,48.0,113.0,0.68,10.5,8,13.2,0,1
1813,7.85,300,19.0,133.0,0.43,11.5,9,11.8,0,1
1814,1.9,460,33.0,103.0,0.31,12.0,7,14.2,0,1
1815,1.0,420,21.0,144.0,0.4,9.6,7,14.2,0,1
1816,2.8,440,27.0,97.0,0.42,11.2,8,13.6,0,1
1817,1.8,780,10.0,23.0,0.61,10.4,5,14.0,1,0
1818,1.4,600,47.0,150.0,0.42,9.2,8,15.4,0,1
1819,8.2,460,52.0,183.0,0.51,9.4,7,13.6,0,1
1820,2.8,250,37.0,107.0,0.63,11.3,9,13.4,0,1
1821,2.0,830,17.0,91.0,0.58,9.8,6,15.0,1,0
1822,6.0,220,22.0,125.0,0.55,11.5,8,14.8,0,1
1823,1.0,390,19.0,75.0,0.56,10.7,7,15.4,0,1
1824,17.6,450,34.0,125.0,0.47,8.8,8,13.0,0,1
1825,1.4,580,38.0,167.0,0.53,10.0,9,14.8,0,1
1826,2.5,670,6.0,21.0,0.86,10.7,6,21.2,1,0
1827,1.6,420,14.0,67.0,0.32,9.5,7,18.8,0,1
1828,15.75,350,16.0,132.0,0.37,12.1,8,17.8,0,1
1829,15.4,350,62.0,153.0,0.4,9.3,7,13.2,0,1
1830,18.4,510,28.0,182.0,0.62,9.3,8,12.4,0,1
1831,1.7,290,39.0,128.0,0.41,10.7,9,15.6,0,1
1832,2.5,390,34.0,137.0,0.38,12.7,8,12.8,0,1
1833,3.9,400,27.0,140.0,0.53,11.8,8,13.0,0,1
1834,6.0,340,50.0,127.0,0.58,12.5,9,11.8,0,1
1835,4.1,260,19.0,101.0,0.38,12.4,7,17.2,0,1
1836,14.4,550,55.0,205.0,0.38,9.0,9,14.4,0,1
1837,13.4,440,35.0,169.0,0.47,8.8,9,17.4,0,1
1838,3.3,1050,33.0,98.0,0.95,9.2,5,23.2,1,0
1839,1.8,740,20.0,56.0,0.56,9.2,5,14.6,1,0
1840,2.5,860,9.0,30.0,0.64,10.5,5,17.8,1,0
1841,8.9,290,44.0,128.0,0.35,11.95,9,13.6,0,1
1842,1.4,500,8.0,163.0,0.42,10.7,7,14.6,0,1
1844,7.9,500,60.0,150.0,0.49,9.3,8,12.8,0,1
1845,10.3,390,41.0,98.0,0.38,9.8,10,14.0,0,1
1846,1.4,280,14.0,99.0,0.55,10.1,8,13.0,0,1
1847,1.4,700,32.0,38.0,0.58,11.4,6,13.8,1,0
1848,1.9,540,6.0,17.0,0.47,10.0,5,20.4,1,0
1849,7.2,460,45.0,178.0,0.53,9.7,7,14.4,0,1
1850,3.6,350,22.0,93.0,0.6,12.5,9,15.2,0,1
1851,1.2,340,17.0,121.0,0.36,9.2,7,13.2,0,1
1852,15.0,400,21.0,116.0,0.5,9.2,7,12.8,0,1
1853,2.1,710,12.0,31.0,0.72,9.6,6,14.4,1,0
1854,1.0,270,31.0,90.0,0.36,12.3,8,13.0,0,1
1855,4.4,290,14.0,107.0,0.46,10.4,10,13.8,0,1
1856,1.8,650,16.0,20.0,0.82,10.0,6,14.0,1,0
1858,16.65,440,39.0,110.0,0.48,9.0,8,11.4,0,1
1859,11.4,360,31.0,115.0,0.48,10.5,10,11.8,0,1
1860,2.1,460,47.0,165.0,0.54,10.1,9,15.2,0,1
1861,16.05,450,31.0,147.0,0.52,9.2,7,13.2,0,1
1862,3.3,260,31.0,99.0,0.4,12.4,8,13.6,0,1
1863,2.3,790,24.0,37.0,0.61,10.9,6,14.2,1,0
1864,6.55,740,38.0,76.0,0.85,12.0,7,20.8,1,0
1865,1.9,410,51.0,165.0,0.4,12.2,10,14.6,0,1
1866,6.4,480,40.0,251.0,0.52,10.0,7,13.4,0,1
1868,11.7,940,58.0,181.0,0.51,9.0,7,15.2,0,1
1869,10.4,430,63.0,201.0,0.53,9.5,8,16.0,0,1
1870,7.5,540,42.0,151.0,0.52,10.1,8,12.8,0,1
1871,7.1,410,29.0,110.0,0.42,9.2,8,15.2,0,1
1872,11.8,440,52.0,152.0,0.46,8.7,8,14.2,0,1
1873,1.8,440,18.0,88.0,0.73,13.6,7,10.2,1,0
1875,5.8,530,25.0,120.0,0.98,10.5,8,12.8,0,1
1876,7.2,410,21.0,90.0,0.55,9.5,8,14.0,0,1
1877,6.3,690,35.0,182.0,0.46,9.75,7,11.4,0,1
1878,2.3,790,24.0,37.0,0.61,10.9,6,14.2,1,0
1880,2.6,530,11.0,71.0,0.49,9.5,7,16.4,0,1
1882,5.5,1170,9.0,17.0,0.49,10.8,6,13.2,1,0
1883,5.4,600,23.0,126.0,0.44,9.0,9,12.0,0,1
1884,10.2,390,29.0,115.0,0.45,10.9,9,13.4,0,1
1886,1.2,440,35.0,126.0,0.48,12.1,9,13.6,0,1
1887,8.8,840,26.0,45.0,0.64,10.1,6,13.6,1,0
1888,11.8,450,54.0,155.0,0.45,8.7,7,14.2,0,1
1889,1.0,220,22.0,94.0,0.57,11.1,8,13.4,0,1
1890,2.3,830,15.0,113.0,0.66,9.8,5,16.6,1,0
1891,6.2,490,55.0,182.0,0.45,9.4,8,13.6,0,1
1892,7.9,1220,68.0,124.0,0.53,9.9,5,13.2,1,0
1893,1.3,360,40.0,117.0,0.95,9.5,9,13.8,0,1
1894,3.0,770,16.0,37.0,0.51,10.5,5,14.8,1,0
1895,1.3,440,48.0,111.0,0.45,11.1,7,14.4,0,1
1896,2.0,300,26.0,136.0,0.61,10.2,8,14.0,0,1
1897,8.6,560,56.0,215.0,0.44,8.8,7,13.8,0,1
1898,9.0,320,29.0,113.0,0.65,12.9,9,13.4,0,1
1899,3.0,360,38.0,93.0,0.59,12.0,8,13.0,0,1
1900,6.6,1230,35.0,116.0,0.48,9.4,7,13.6,0,1
1901,7.8,470,48.0,186.0,0.54,9.1,7,13.2,0,1
1902,1.6,360,15.0,92.0,0.49,10.9,7,13.4,0,1
1903,1.1,400,38.0,143.0,0.42,11.4,7,15.2,0,1
1904,13.2,500,53.0,236.0,0.5,9.6,7,13.8,0,1
1905,1.5,350,32.0,127.0,0.47,11.3,8,13.2,0,1
1906,4.5,300,19.0,112.0,0.45,11.2,8,11.2,0,1
1907,1.6,500,6.0,18.0,0.54,11.95,5,12.4,1,0
1908,3.15,440,41.0,117.0,0.35,11.5,7,15.6,0,1
1909,14.7,470,33.0,151.0,0.53,10.3,7,15.2,0,1
1910,1.7,600,34.0,110.0,0.69,10.5,8,14.6,0,1
1911,7.8,460,35.0,192.0,0.37,9.0,7,12.8,0,1
1912,2.1,840,5.0,15.0,0.7,9.2,6,23.0,1,0
1913,1.4,400,11.0,64.0,0.52,10.5,7,11.6,0,1
1914,6.6,1120,23.0,99.0,0.68,9.3,5,21.4,1,0
1915,6.85,590,31.0,131.0,0.34,9.7,7,14.8,0,1
1916,14.9,390,47.0,142.0,0.35,9.7,8,12.6,0,1
1917,16.4,580,45.0,110.0,0.37,9.7,8,14.0,0,1
1918,2.0,380,28.0,152.0,0.32,12.9,8,15.4,0,1
1919,6.6,330,36.0,141.0,0.39,13.3,9,16.2,0,1
1920,11.2,470,52.0,171.0,0.74,10.4,7,13.4,0,1
1921,1.2,460,20.0,155.0,0.41,10.2,8,11.4,0,1
1922,8.8,640,26.0,103.0,0.56,9.3,7,14.8,0,1
1923,11.9,390,55.0,140.0,0.31,10.3,8,15.6,0,1
1924,2.4,700,13.0,26.0,0.72,12.5,7,13.2,1,0
1925,2.6,340,75.0,129.0,0.38,11.5,6,11.6,0,1
1926,15.15,400,38.0,216.0,0.6,10.0,8,15.8,0,1
1927,17.4,640,29.0,140.0,0.49,10.1,8,13.0,0,1
1928,1.9,1080,18.0,102.0,0.59,9.3,5,14.6,1,0
1929,12.1,440,53.0,165.0,0.39,9.5,7,11.8,0,1
1930,17.4,640,29.0,140.0,0.49,10.1,8,13.0,0,1
1931,2.2,480,16.0,89.0,0.88,13.56666667,7,10.6,1,0
1932,1.6,530,47.0,150.0,0.76,9.6,8,15.8,0,1
1934,2.2,210,26.0,117.0,0.3,12.5,8,12.2,0,1
1938,1.4,240,29.0,101.0,0.54,10.8,8,13.0,0,1
1939,12.9,420,26.0,138.0,0.33,9.0,7,12.8,0,1
1940,3.6,500,29.0,128.0,0.4,12.4,8,17.0,0,1
1941,12.5,340,36.0,152.0,0.43,9.5,8,11.8,0,1
1942,1.4,480,58.0,144.0,0.38,10.0,7,13.2,0,1
1943,2.3,710,18.0,36.0,0.56,10.9,5,14.0,1,0
1944,4.8,300,40.0,110.0,0.68,12.1,8,11.8,0,1
1945,12.6,480,7.0,41.0,0.4,11.7,7,14.4,0,1
1946,1.5,410,46.0,178.0,0.56,11.3,8,14.4,0,1
1947,14.7,510,29.0,149.0,0.39,9.0,9,14.0,0,1
1948,3.0,530,46.0,144.0,0.76,10.0,7,10.8,0,1
1949,0.7,300,11.0,68.0,0.41,9.8,7,10.4,0,1
1950,6.3,340,17.0,103.0,0.52,11.4,9,14.4,0,1
1951,1.6,800,35.0,70.0,0.5,9.4,5,14.2,1,0
1952,1.2,290,29.0,75.0,0.39,12.8,10,12.4,0,1
1953,1.1,420,7.0,47.0,0.4,10.2,8,16.6,0,1
1954,13.65,480,52.0,189.0,0.6,9.5,8,13.8,0,1
1955,8.2,360,15.0,95.0,0.33,10.2,7,13.8,0,1
1956,2.0,310,13.0,128.0,0.49,11.4,7,14.2,0,1
1957,2.0,790,19.0,41.0,0.62,10.1,6,15.4,1,0
1958,2.5,340,35.0,89.0,0.5,11.0,9,13.4,0,1
1960,1.0,490,22.0,113.0,0.61,10.2,7,13.6,0,1
1961,1.3,550,42.0,168.0,0.43,11.1,8,12.0,0,1
1962,4.6,320,37.0,135.0,0.39,10.6,7,13.6,0,1
1963,10.5,440,33.0,139.0,0.5,10.3,8,13.8,0,1
1964,4.0,370,6.0,122.0,0.59,10.4,6,13.8,0,1
1965,4.25,320,43.0,132.0,0.47,11.3,9,12.2,0,1
1966,1.4,400,31.0,132.0,0.54,10.8,9,13.0,0,1
1967,1.5,400,32.0,172.0,0.48,11.2,8,14.6,0,1
1968,1.2,260,31.0,93.0,0.37,11.3,9,18.4,0,1
1969,2.4,460,57.0,187.0,0.81,10.4,8,13.4,0,1
1970,3.2,300,49.0,164.0,0.79,11.7,9,12.6,0,1
1971,15.7,560,49.0,159.0,0.48,9.0,7,13.8,0,1
1972,9.0,320,29.0,113.0,0.65,12.9,9,13.4,0,1
1973,3.8,340,26.0,109.0,0.57,12.7,10,13.6,0,1
1974,8.55,200,20.0,86.0,0.22,13.4,9,13.4,0,1
1975,7.6,490,37.0,107.0,0.44,10.7,9,13.6,0,1
1976,11.8,480,46.0,212.0,0.46,10.0,9,16.2,0,1
1978,2.3,610,52.0,73.0,0.9,10.2,6,18.8,1,0
1979,5.9,740,12.0,87.0,0.83,10.5,5,14.6,1,0
1980,1.2,520,39.0,141.0,0.69,11.3,8,11.4,0,1
1981,3.8,580,19.0,115.0,0.45,8.9,7,15.2,0,1
1982,2.2,420,28.0,164.0,0.59,9.7,7,20.6,0,1
1983,2.0,800,6.0,13.0,0.76,11.4,6,20.8,1,0
1984,10.0,560,36.0,225.0,0.43,10.0,6,19.6,0,1
1985,6.4,450,12.0,115.0,0.57,9.0,6,12.4,0,1
1986,4.9,420,51.0,180.0,0.75,9.5,8,13.2,0,1
1987,14.0,340,37.0,156.0,0.38,11.8,9,15.2,0,1
1988,2.8,500,17.0,126.0,0.55,9.4,8,12.4,0,1
1989,3.1,520,41.0,188.0,0.4,11.3,7,13.2,0,1
1990,2.0,820,10.0,22.0,0.44,9.6,5,16.8,1,0
1991,11.1,560,45.0,175.0,0.43,9.5,7,11.6,0,1
1992,10.8,510,25.0,157.0,0.47,11.4,9,16.0,0,1
1993,7.8,480,52.0,188.0,0.53,9.1,7,13.0,0,1
1994,9.65,250,26.0,121.0,0.38,11.3,8,11.4,0,1
1995,8.9,460,51.0,169.0,0.57,9.8,8,13.2,0,1
1996,1.4,410,15.0,164.0,0.63,11.0,7,13.8,0,1
1997,6.7,430,43.0,153.0,0.46,10.6,7,12.0,0,1
1998,2.4,290,52.0,119.0,0.33,12.9,8,16.0,0,1
1999,8.75,380,38.0,118.0,0.41,10.7,7,12.8,0,1
2000,4.3,320,46.0,115.0,0.57,13.0,10,11.6,0,1
2001,6.3,610,22.0,149.0,0.47,9.6,8,13.4,0,1
2002,1.1,400,41.0,92.0,0.6,12.0,8,16.4,0,1
2003,1.4,320,39.0,149.0,0.52,10.5,7,13.4,0,1
2004,2.3,1110,20.0,84.0,0.61,9.3,5,15.2,1,0
2005,5.9,340,35.0,152.0,0.4,8.5,8,12.6,0,1
2006,14.3,540,30.0,181.0,0.57,9.1,7,13.4,0,1
2007,1.6,1500,10.0,54.0,0.47,9.8,7,12.0,0,1
2008,2.2,500,61.0,154.0,0.6,9.8,8,12.2,0,1
2009,0.8,200,22.0,98.0,0.32,11.8,8,12.0,0,1
2010,1.2,380,18.0,110.0,0.43,11.1,8,14.4,0,1
2011,7.05,190,54.0,188.0,0.37,11.1,10,13.6,0,1
2012,1.2,460,35.0,140.0,0.33,10.1,9,13.4,0,1
2013,2.0,900,32.0,44.0,0.58,10.5,5,12.4,1,0
2014,7.2,480,55.0,178.0,0.46,9.4,7,13.2,0,1
2015,2.2,300,40.0,109.0,0.46,12.6,8,14.4,0,1
2016,6.6,410,9.0,126.0,0.51,8.8,7,13.0,0,1
2017,2.0,260,40.0,190.0,0.39,11.2,8,15.8,0,1
2018,16.0,610,26.0,141.0,0.5,9.1,7,12.6,0,1
2019,1.8,1600,34.0,74.0,0.33,13.4,8,12.2,0,1
2020,1.2,320,21.0,78.0,0.37,10.4,8,16.0,0,1
2021,8.7,360,29.0,148.0,0.62,9.9,8,13.4,0,1
2024,15.3,560,31.0,117.0,0.5,9.6,7,15.4,0,1
2025,9.1,370,16.0,76.0,0.54,11.1,7,13.8,0,1
2026,2.1,440,47.0,146.0,0.74,11.4,9,12.6,0,1
2028,12.3,450,53.0,197.0,0.54,9.5,8,12.2,0,1
2029,1.3,420,34.0,147.0,0.46,9.8,7,18.6,0,1
2030,1.2,360,10.0,124.0,0.44,9.9,8,14.2,0,1
2031,16.3,380,43.0,133.0,0.41,8.8,7,13.0,0,1
2032,5.35,290,43.0,106.0,0.43,11.5,9,13.2,0,1
2033,2.6,520,13.0,27.0,0.9,13.4,7,17.8,1,0
2035,5.0,780,30.0,139.0,0.36,9.0,8,12.0,0,1
2036,2.5,900,43.0,113.0,0.79,11.1,5,14.4,1,0
2037,1.1,310,37.0,94.0,0.56,11.7,8,12.8,0,1
2038,6.7,550,43.0,157.0,0.52,10.8,8,13.2,0,1
2039,6.9,360,46.0,150.0,0.44,10.8,9,11.4,0,1
2040,4.9,320,3.0,18.0,0.54,10.0,8,19.4,0,1
2041,7.7,320,51.0,176.0,0.27,11.4,7,13.8,0,1
2042,1.9,760,11.0,34.0,0.56,9.4,5,14.8,1,0
2043,1.0,280,40.0,101.0,0.59,10.6,8,10.6,0,1
2044,1.3,450,26.0,100.0,0.44,12.4,8,16.2,0,1
